龙山新新小镇,怀柔-怀柔-京承高速,116.64203,40.292198,30106,↓0.74%,419,8,暂无数据,2.20元/平米/月,360000m²,1000户,2007年,充1；1.1,0.47,50%(高),北京万通龙山置业有限公司,北京万通鼎安国际物业管理顾问有限公司,
西园小区,怀柔-怀柔-青春路,116.633171,40.32993,40997,↑0.05%,9,8,暂无数据,1.67元/平米/月,35000m²,暂无数据,2000年,500,3,30%(一般),北京安居住房股份有限公司,北京大地物业管理有限责任公司,光明小学怀柔分校,
湖光山舍,怀柔-怀柔-红螺路16号,116.6305,40.373941,34599,——,20,0,暂无数据,3.30元/平米/月,25000m²,83户,2003年,充足,0.26,58%(高),北京紫峰房地产开发有限公司,湖光山舍物业管理公司,
泊岸,怀柔-怀柔-湖光中街,116.634837,40.333911,38518,↑2.85%,26,2,暂无数据,3.75元/平米/月,暂无数据,暂无数据,2012年,暂无数据,1.6,20%(一般),北京世纪鸿城置业有限公司,北京华泰物业管理有限责任公司,光明小学怀柔分校,
雁栖新村,怀柔-怀柔-京加路,116.66862,40.360376,32205,↓3.65%,16,0,暂无数据,0.88元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,30%(一般),暂无数据,街道办事处,
富乐二区,怀柔-怀柔-滨湖北街,116.638699,40.344987,34446,↓3.14%,46,3,暂无数据,0.88元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,居民自管委,
东关一区(东区),怀柔-怀柔-南大街,116.649147,40.32063,38737,↑4.41%,16,14,暂无数据,0.88元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,无,居民自管委,
馥郁苑,怀柔-怀柔-北大街,116.647428,40.340745,36159,↑2.62%,108,14,暂无数据,1.12元/平米/月,35000m²,暂无数据,1999年,1、2号楼有车位售4000元/平米,1.3,41%(高),北京慧友房地产开发有限责任公司,北京棚志物业管理有限公司,
滨湖小区,怀柔-怀柔-滨湖南街,116.642824,40.332464,37540,↓2.75%,174,23,暂无数据,0.56元/平米/月,65000m²,暂无数据,2000年,车位充足,暂无数据,30%(一般),北京市宏怀房地产开发有限公司,居民自管委,怀柔一小,
顶秀美泉小镇C区,怀柔-怀柔-京加线,116.679747,40.375205,43451,↑1.13%,79,18,暂无数据,1.20元/平米/月,暂无数据,暂无数据,2009年,暂无数据,暂无数据,30%(一般),北京顶秀置业有限公司,北京鸿路泽物业管理有限公司,
南苑小区,怀柔-怀柔-滨湖北街,116.64978,40.335707,27593,↓2.47%,18,0,暂无数据,暂无数据,暂无数据,暂无数据,1987年,暂无数据,暂无数据,30%(一般),北京城建三房地产开发有限公司,北京城市开发集团有限责任公司,
潘家园小区,怀柔-怀柔-滨湖北街,116.642116,40.336617,37068,↑0.76%,135,35,暂无数据,1.12元/平米/月,暂无数据,暂无数据,1980年,暂无数据,暂无数据,30%(一般),北京市城市建设开发集团有限公司,街道办事处,
山水墅,怀柔-怀柔-京密高速,116.664078,40.371343,27021,↓16.79%,21,0,暂无数据,2.98元/平米/月,23877m²,69户,2010年,每户私家车库,0.67,60%(高),北京丰源祥房地产开发有限公司,北京燕峰物业管理有限责任公司,
世嘉光织谷(西区),怀柔-怀柔-中高路,116.663473,40.355635,37035,↓2.79%,167,37,暂无数据,2.15元/平米/月,暂无数据,暂无数据,2012年,暂无数据,1.6,30%(一般),北京军建育龙房地产开发公司,街道办事处,
幸福东园,怀柔-怀柔-希望大街,116.715987,40.33243,29156,↓3.38%,97,22,暂无数据,0.60元/平米/月,100000m²,暂无数据,2005年,车位充足,1.5,28%(一般),北京京北鑫民房地产开发有限公司,京北鑫民物业管理有限公司,
怀柔梅园小区,怀柔-怀柔-青春路,116.638411,40.322454,29650,↑10.99%,74,0,暂无数据,暂无数据,暂无数据,暂无数据,2000年,暂无数据,暂无数据,30%(一般),暂无数据,暂无数据,
顶秀美泉小镇B区,怀柔-怀柔-京加线,116.676662,40.376219,43704,↓1.46%,76,14,暂无数据,暂无数据,暂无数据,暂无数据,2009年,暂无数据,暂无数据,30%(一般),北京顶秀置业有限公司,北京鸿路泽物业管理有限公司,
栖美园小区,怀柔-怀柔-雁栖大街51号,116.683104,40.369828,32925,↓3.24%,84,31,暂无数据,0.88元/平米/月,100000m²,96户,2000年,地上车位，免费停车一年,1.05,41%(高),北京雁栖房地产发展有限公司,居民自管委,
天恒别墅山,怀柔-怀柔-红螺路39号,116.626238,40.360746,47177,↓1.30%,327,3,暂无数据,3.98元/平米/月,130000m²,314户,2011年,独立车库,0.34,65%(高),北京山天置业有限公司,北京鼎泽物业有限公司,
东亚华欣湾,怀柔-怀柔-迎宾南路,近京密路,116.643936,40.303238,20955,↓13.63%,80,39,暂无数据,2.23元/平米/月,暂无数据,暂无数据,2014年,暂无数据,0.94,50%(高),北京东亚信中国际会展中心有限公司,北京东亚时代物业管理有限公司,
金善名居,怀柔-怀柔-富密路,116.625119,40.296836,30816,↓3.88%,273,10,暂无数据,0.78元/平米/月,87661m²,1044户,2007年,258,1.5,31%(一般),北京安旺房地产开发有限责任公司,北京金泰星物业管理有限责任公司,
青春路六院,怀柔-怀柔-青春路,116.635186,40.326801,37818,↓11.50%,8,31,暂无数据,2.00元/平米/月,52000m²,暂无数据,2000年,暂无数据,2,30%(一般),无,北京万怡光华物业管理有限公司,光明小学怀柔分校,
梅苑花园,怀柔-怀柔-湖光北街,116.63591,40.339859,36973,↓2.16%,39,1,暂无数据,0.88元/平米/月,16675m²,暂无数据,1998年,地上停车免费地下售5-8万,1.6,48%(高),北京北辰实业股份有限公司,北京大地物业管理有限公司,
开利园小区,怀柔-怀柔-开放路,116.652093,40.326841,35017,↑0.27%,52,8,暂无数据,1.20元/平米/月,暂无数据,暂无数据,1995年,车位充足,2,30%(一般),无,居民自管委,怀柔三小,
怡成花园,怀柔-怀柔-兴怀大街20号,116.639173,40.32704,31836,↓5.02%,2,1,暂无数据,暂无数据,暂无数据,暂无数据,2000年,车位充足,暂无数据,30%(一般),暂无数据,暂无数据,怀柔三小,
漪澜鑫筑,怀柔-怀柔-湖光南街,116.635186,40.33012,37567,↓1.27%,7,0,暂无数据,1.06元/平米/月,暂无数据,暂无数据,2001年,暂无数据,暂无数据,35%(一般),北京大地房地产开发有限责任公司,北京大地物业管理有限责任公司,光明小学怀柔分校,
新兴居小区,怀柔-怀柔-青春路,116.638358,40.340032,34072,↓2.00%,28,4,暂无数据,0.88元/平米/月,180000m²,暂无数据,2003年,暂无数据,暂无数据,30%(一般),新星房地产开发有限责任公司,居民自管委,
龙山广场,怀柔-怀柔-府前西街2号,116.635147,40.321623,39733,↓5.78%,6,0,暂无数据,2.30元/平米/月,93416m²,746户,2014年,1408,2.6,30%(一般),北京安宝房地产开发有限公司,北京安宝房物业,光明小学怀柔分校,
青春路七院,怀柔-怀柔-青春路,116.637755,40.326608,42820,↑4.15%,10,9,暂无数据,0.56元/平米/月,暂无数据,暂无数据,2000年,120,暂无数据,30%(一般),无,居民自管委,怀柔三小,
乐红园,怀柔-怀柔-红螺路,116.640742,40.347155,36328,↓4.07%,50,17,暂无数据,0.88元/平米/月,29429m²,暂无数据,2002年,充足,1.3,30%(一般),北京宏怀房地产开发有限公司,居民自管委,
红螺家园,怀柔-怀柔-青春路96号,116.63759,40.359037,33070,↓1.64%,13,0,暂无数据,0.65元/平米/月,暂无数据,暂无数据,2005年,暂无数据,1.2,30%(一般),北京晨益房地产开发有限责任公司,北京晨益物业有限公司,
青春路一院,怀柔-怀柔-商业街,116.638369,40.320335,35510,↓2.91%,40,11,暂无数据,2.00元/平米/月,39700m²,暂无数据,2000年,60,2.1,30%(一般),北京宏怀房地产开发有限公司,北京金地物业管理有限公司,怀柔一小,
莲馨苑,怀柔-怀柔-南关街,116.638861,40.31066,35034,↑0.32%,29,11,暂无数据,0.50元/平米/月,5000m²,2000户,2001年,充足,1.3,20%(一般),新大陆住房投资建设有限公司,北京通运达物业管理有限公司,怀柔中心小学,
